uid,issue_type,row_position,column,aligned_value,db_test_value,aligned_normalized,db_test_normalized
18e3fdf0-768c-4ab6-a401-fa447608f985,different_values,440,source_link,https://www.infobae.com/colombia/2025/06/16/capturado-ciudadano-aleman-con-mas-de-3-kilos-de-coca-en-el-aeropuerto-de-cartagena/,https://www.leparisien.fr/seine-saint-denis-93/74-kg-de-cocaine-saisis-dans-un-pavillon-de-dammartin-en-goele-17-06-2025-6CCKUOISCNE5RGA5KKMIDC3344.php,https://wwwinfobaecom/colombia/2025/06/16/capturado-ciudadano-aleman-con-mas-de-3-kilos-de-coca-en-el-aeropuerto-de-cartagena/,https://wwwleparisienfr/seine-saint-denis-93/74-kg-de-cocaine-saisis-dans-un-pavillon-de-dammartin-en-goele-17-06-2025-6cckuoiscne5rga5kkmidc3344php
18e3fdf0-768c-4ab6-a401-fa447608f985,different_values,440,archived_link,Archived Link - Colombia,Archived Link - France,archived link - colombia,archived link - france
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,date_1,2025-06-20,2025-06-16 00:00:00,2025-06-20,2025-06-16 00:00:00
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,day,20,16,20,16
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,quantity,176.5,3.0,1765,30
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,modus_operandi/place_seizure,Container,Air,container,air
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,region,North America,South America,north america,south america
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,country,Mexico,Colombia,mexico,colombia
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,department/state,Michoacán,Bolivar,michoacán,bolivar
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,municipality/port,Lázaro Cárdenas,Cartagena,lázaro cárdenas,cartagena
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,origin_country,,Colombia,,colombia
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,transit_1_region,North America,,north america,
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,transit_1_country,Mexico,,mexico,
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,transit_1_department/state,Michoacán,,michoacán,
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,transit_1_municipality/port,Lázaro Cárdenas,,lázaro cárdenas,
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,destination_1_region,,Europe,,europe
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,destination_1_country,,Netherlands,,netherlands
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,description,La marina mexicana descubrí 176.5 kilos de cocaína ocultos en maletas en una revisión rutinaria de contenedores en el puerto de Lázaro Cárdenas.,"La Policía Nacional de Colombia anunció la captura de un ciudadano de nacionalidad alemana cuando intentaba transportar más de tres kilogramos de cocaína en una maleta de doble fondo, mientras intentaba abordar un vuelo con destino a Ámsterdam (Países Bajos).",la marina mexicana descubrí 1765 kilos de cocaína ocultos en maletas en una revisión rutinaria de contenedores en el puerto de lázaro cárdenas,la policía nacional de colombia anunció la captura de un ciudadano de nacionalidad alemana cuando intentaba transportar más de tres kilogramos de cocaína en una maleta de doble fondo mientras intentaba abordar un vuelo con destino a ámsterdam (países bajos)
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,source_link,https://www.poresto.net/mexico/sucesos/2025/6/20/aseguran-176-kilos-de-cocaina-en-el-puerto-de-lazaro-cardenas-representando-un-duro-golpe-al-crimen-organizado.html,https://www.infobae.com/colombia/2025/06/16/capturado-ciudadano-aleman-con-mas-de-3-kilos-de-coca-en-el-aeropuerto-de-cartagena/,https://wwwporestonet/mexico/sucesos/2025/6/20/aseguran-176-kilos-de-cocaina-en-el-puerto-de-lazaro-cardenas-representando-un-duro-golpe-al-crimen-organizadohtml,https://wwwinfobaecom/colombia/2025/06/16/capturado-ciudadano-aleman-con-mas-de-3-kilos-de-coca-en-el-aeropuerto-de-cartagena/
4e70d12e-0693-4ea3-8c05-da8713554876,different_values,441,archived_link,Archived Link - Mexico,Archived Link - Colombia,archived link - mexico,archived link - colombia
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,date_1,2025-06-16,2025-06-20 00:00:00,2025-06-16,2025-06-20 00:00:00
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,day,16,20,16,20
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,quantity,180.0,176.5,1800,1765
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,modus_operandi/place_seizure,Land,Container,land,container
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,department/state,Sonora,Michoacán,sonora,michoacán
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,municipality/port,San Luis Rio Colorado,Lázaro Cárdenas,san luis rio colorado,lázaro cárdenas
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,transit_1_department/state,Sonora,Michoacán,sonora,michoacán
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,transit_1_municipality/port,San Luis Rio Colorado,Lázaro Cárdenas,san luis rio colorado,lázaro cárdenas
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,description,"Un hombre que transportaba un cargamento de cocaína escondido entre cajas de cartón con detergente fue detenido por elementos de seguridad en Sonora. El aseguramiento de 180 kilogramos de cocaína fue realizado por elementos de la Secretaría de la Defensa Nacional (Defensa) en conjunto con agentes de la Guardia Nacional en el municipio de San Luis Río Colorado e informado por la Secretaría de Seguridad y Protección Ciudadana (SSPC) el 16 de junio. La unidad vehicular salió de Tultitlán, Estado de México y pretendía llegar a la ciudad fronteriza de Tijuana, Baja California, sin embargo, fue interceptada por los efectivos de seguridad.",La marina mexicana descubrí 176.5 kilos de cocaína ocultos en maletas en una revisión rutinaria de contenedores en el puerto de Lázaro Cárdenas.,un hombre que transportaba un cargamento de cocaína escondido entre cajas de cartón con detergente fue detenido por elementos de seguridad en sonora el aseguramiento de 180 kilogramos de cocaína fue realizado por elementos de la secretaría de la defensa nacional (defensa) en conjunto con agentes de la guardia nacional en el municipio de san luis río colorado e informado por la secretaría de seguridad y protección ciudadana (sspc) el 16 de junio la unidad vehicular salió de tultitlán estado de méxico y pretendía llegar a la ciudad fronteriza de tijuana baja california sin embargo fue interceptada por los efectivos de seguridad,la marina mexicana descubrí 1765 kilos de cocaína ocultos en maletas en una revisión rutinaria de contenedores en el puerto de lázaro cárdenas
7e95a4cb-6961-40ce-90ee-5b8579d7c3ff,different_values,442,source_link,https://dossierpolitico.com/2025/06/16/detienen-en-sonora-a-una-persona-con-cocaina-oculta-entre-detergente-y-con-valor-millonario/,https://www.poresto.net/mexico/sucesos/2025/6/20/aseguran-176-kilos-de-cocaina-en-el-puerto-de-lazaro-cardenas-representando-un-duro-golpe-al-crimen-organizado.html,https://dossierpoliticocom/2025/06/16/detienen-en-sonora-a-una-persona-con-cocaina-oculta-entre-detergente-y-con-valor-millonario/,https://wwwporestonet/mexico/sucesos/2025/6/20/aseguran-176-kilos-de-cocaina-en-el-puerto-de-lazaro-cardenas-representando-un-duro-golpe-al-crimen-organizadohtml
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,time_unit,Other (explain in Description),Individual,other (explain in description),individual
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,date_1,2025-06-02,2025-06-16 00:00:00,2025-06-02,2025-06-16 00:00:00
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,date_2,2025-06-10,,2025-06-10,
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,day,2,16,2,16
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,duration,8,,8,
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,quantity,6300.0,180.0,63000,1800
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,modus_operandi/place_seizure,Maritime vessel,Land,maritime vessel,land
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,region,Central America,North America,central america,north america
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,country,El Salvador,Mexico,el salvador,mexico
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,department/state,,Sonora,,sonora
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,municipality/port,,San Luis Rio Colorado,,san luis rio colorado
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,transit_1_region,Central America,North America,central america,north america
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,transit_1_country,El Salvador,Mexico,el salvador,mexico
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,transit_1_department/state,,Sonora,,sonora
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,transit_1_municipality/port,,San Luis Rio Colorado,,san luis rio colorado
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,description,"En 8 días, el gobierno salvadoreño ha decomisado 6,3 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas. Los operativos se han dado en casos en que la droga es movilizada en embarcaciones. Se han detenido 5 de estos vehículos.","Un hombre que transportaba un cargamento de cocaína escondido entre cajas de cartón con detergente fue detenido por elementos de seguridad en Sonora. El aseguramiento de 180 kilogramos de cocaína fue realizado por elementos de la Secretaría de la Defensa Nacional (Defensa) en conjunto con agentes de la Guardia Nacional en el municipio de San Luis Río Colorado e informado por la Secretaría de Seguridad y Protección Ciudadana (SSPC) el 16 de junio. La unidad vehicular salió de Tultitlán, Estado de México y pretendía llegar a la ciudad fronteriza de Tijuana, Baja California, sin embargo, fue interceptada por los efectivos de seguridad.",en 8 días el gobierno salvadoreño ha decomisado 63 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas los operativos se han dado en casos en que la droga es movilizada en embarcaciones se han detenido 5 de estos vehículos,un hombre que transportaba un cargamento de cocaína escondido entre cajas de cartón con detergente fue detenido por elementos de seguridad en sonora el aseguramiento de 180 kilogramos de cocaína fue realizado por elementos de la secretaría de la defensa nacional (defensa) en conjunto con agentes de la guardia nacional en el municipio de san luis río colorado e informado por la secretaría de seguridad y protección ciudadana (sspc) el 16 de junio la unidad vehicular salió de tultitlán estado de méxico y pretendía llegar a la ciudad fronteriza de tijuana baja california sin embargo fue interceptada por los efectivos de seguridad
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,source_link,https://www.laprensagrafica.com/elsalvador/Marina-de-El-Salvador-incauta-6.3-toneladas-de-cocaina-en-aguas-del-Pacifico-20250620-0092.html,https://dossierpolitico.com/2025/06/16/detienen-en-sonora-a-una-persona-con-cocaina-oculta-entre-detergente-y-con-valor-millonario/,https://wwwlaprensagraficacom/elsalvador/marina-de-el-salvador-incauta-63-toneladas-de-cocaina-en-aguas-del-pacifico-20250620-0092html,https://dossierpoliticocom/2025/06/16/detienen-en-sonora-a-una-persona-con-cocaina-oculta-entre-detergente-y-con-valor-millonario/
152d4031-19b6-4df3-87ca-5ab5f6766f8f,different_values,443,archived_link,Archived Link - El Salvador,Archived Link - Mexico,archived link - el salvador,archived link - mexico
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,time_unit,Individual,Other (explain in Description),individual,other (explain in description)
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,date_1,2025-06-20,2025-06-02 00:00:00,2025-06-20,2025-06-02 00:00:00
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,date_2,,2025-06-10 00:00:00,,2025-06-10 00:00:00
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,day,20,2,20,2
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,duration,,8,,8
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,quantity,1840.0,6300.0,18400,63000
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,weight_unit,Package,Kilogram,package,kilogram
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,country,Costa Rica,El Salvador,costa rica,el salvador
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,department/state,Puntarenas,,puntarenas,
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,municipality/port,Cabo Matapalo,,cabo matapalo,
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,transit_1_country,Costa Rica,El Salvador,costa rica,el salvador
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,transit_1_department/state,Puntarenas,,puntarenas,
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,transit_1_municipality/port,Cabo Matapalo,,cabo matapalo,
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,description,Ciudadanos nicaraguenses transportaban 1840 paquetes de presunta cocaína en un barco pesquero. Fueron detenidos por las autoridades costarricenses cuando navegaban en aguas de Puntarenas.,"En 8 días, el gobierno salvadoreño ha decomisado 6,3 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas. Los operativos se han dado en casos en que la droga es movilizada en embarcaciones. Se han detenido 5 de estos vehículos.",ciudadanos nicaraguenses transportaban 1840 paquetes de presunta cocaína en un barco pesquero fueron detenidos por las autoridades costarricenses cuando navegaban en aguas de puntarenas,en 8 días el gobierno salvadoreño ha decomisado 63 toneladas de cocaína en aguas del pacífico y ha detenido a 17 personas los operativos se han dado en casos en que la droga es movilizada en embarcaciones se han detenido 5 de estos vehículos
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,source_link,https://nicaraguainvestiga.com/urgente/162663-nicaraguenses-son-interceptados-mientras-trasladaban-cocaina-en-costa-rica/,https://www.laprensagrafica.com/elsalvador/Marina-de-El-Salvador-incauta-6.3-toneladas-de-cocaina-en-aguas-del-Pacifico-20250620-0092.html,https://nicaraguainvestigacom/urgente/162663-nicaraguenses-son-interceptados-mientras-trasladaban-cocaina-en-costa-rica/,https://wwwlaprensagraficacom/elsalvador/marina-de-el-salvador-incauta-63-toneladas-de-cocaina-en-aguas-del-pacifico-20250620-0092html
22b90923-feeb-498e-a04a-24ac61be0f32,different_values,444,archived_link,Archived Link - Costa Rica,Archived Link - El Salvador,archived link - costa rica,archived link - el salvador
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,date_1,2025-06-18,2025-06-20 00:00:00,2025-06-18,2025-06-20 00:00:00
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,day,18,20,18,20
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,quantity,1500.0,1840.0,15000,18400
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,weight_unit,Kilogram,Package,kilogram,package
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,modus_operandi/place_seizure,Land,Maritime vessel,land,maritime vessel
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,region,South America,Central America,south america,central america
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,country,Colombia,Costa Rica,colombia,costa rica
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,department/state,Huila,Puntarenas,huila,puntarenas
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,municipality/port,Pitalito,Cabo Matapalo,pitalito,cabo matapalo
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,origin_country,Colombia,,colombia,
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,transit_1_region,,Central America,,central america
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,transit_1_country,,Costa Rica,,costa rica
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,transit_1_department/state,,Puntarenas,,puntarenas
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,transit_1_municipality/port,,Cabo Matapalo,,cabo matapalo
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,description,"cocaina incautada
En una operación conjunta en zona rural de Pitalito, se incautaron 1500 kilogramos de clorhidrato de cocaína y capturaron a un sujeto en flagrancia. La droga tendría como destino el exterior y pertenecería al GAO-r Comandos de Frontera.",Ciudadanos nicaraguenses transportaban 1840 paquetes de presunta cocaína en un barco pesquero. Fueron detenidos por las autoridades costarricenses cuando navegaban en aguas de Puntarenas.,"cocaina incautada
en una operación conjunta en zona rural de pitalito se incautaron 1500 kilogramos de clorhidrato de cocaína y capturaron a un sujeto en flagrancia la droga tendría como destino el exterior y pertenecería al gao-r comandos de frontera",ciudadanos nicaraguenses transportaban 1840 paquetes de presunta cocaína en un barco pesquero fueron detenidos por las autoridades costarricenses cuando navegaban en aguas de puntarenas
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,criminal_group_1,Comandos de la Frontera,,comandos de la frontera,
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,source_link,https://www.policia.gov.co/noticia/lucha-contra-narcotrafico-0,https://nicaraguainvestiga.com/urgente/162663-nicaraguenses-son-interceptados-mientras-trasladaban-cocaina-en-costa-rica/,https://wwwpoliciagovco/noticia/lucha-contra-narcotrafico-0,https://nicaraguainvestigacom/urgente/162663-nicaraguenses-son-interceptados-mientras-trasladaban-cocaina-en-costa-rica/
591191e1-e44e-4b92-95f2-680cecf89640,different_values,445,archived_link,Archived Link - Colombia,Archived Link - Costa Rica,archived link - colombia,archived link - costa rica
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,date_1,2025-06-16,2025-06-18 00:00:00,2025-06-16,2025-06-18 00:00:00
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,day,16,18,16,18
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,quantity,8.5,1500.0,85,15000
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,department/state,Cundinamarca,Huila,cundinamarca,huila
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,municipality/port,Bogotá,Pitalito,bogotá,pitalito
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,description,"En el marco del Plan Ayacucho Plus del Ejército Nacional, tropas del Gaula Militar de la Décima Tercera Brigada, en articulación con el Gaula CTI Bogotá de la Fiscalía, incautaron 8,5 kilogramos de clorhidrato de cocaína ocultos en un vehículo procedente de la ciudad de Villavicencio.
","cocaina incautada
En una operación conjunta en zona rural de Pitalito, se incautaron 1500 kilogramos de clorhidrato de cocaína y capturaron a un sujeto en flagrancia. La droga tendría como destino el exterior y pertenecería al GAO-r Comandos de Frontera.",en el marco del plan ayacucho plus del ejército nacional tropas del gaula militar de la décima tercera brigada en articulación con el gaula cti bogotá de la fiscalía incautaron 85 kilogramos de clorhidrato de cocaína ocultos en un vehículo procedente de la ciudad de villavicencio,"cocaina incautada
en una operación conjunta en zona rural de pitalito se incautaron 1500 kilogramos de clorhidrato de cocaína y capturaron a un sujeto en flagrancia la droga tendría como destino el exterior y pertenecería al gao-r comandos de frontera"
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,criminal_group_1,,Comandos de la Frontera,,comandos de la frontera
af818af2-96de-42e5-b8e2-7dcc10d75e8e,different_values,446,source_link,https://www.ejercito.mil.co/ejercito-y-fiscalia-incautan-mas-de-8-kilogramos-de-cocaina-en-bogota/,https://www.policia.gov.co/noticia/lucha-contra-narcotrafico-0,https://wwwejercitomilco/ejercito-y-fiscalia-incautan-mas-de-8-kilogramos-de-cocaina-en-bogota/,https://wwwpoliciagovco/noticia/lucha-contra-narcotrafico-0
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,date_1,2025-06-20,2025-06-16 00:00:00,2025-06-20,2025-06-16 00:00:00
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,day,20,16,20,16
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,quantity,4875.0,8.5,48750,85
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,modus_operandi/place_seizure,Container,Land,container,land
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,country,Ecuador,Colombia,ecuador,colombia
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,department/state,Guyas,Cundinamarca,guyas,cundinamarca
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,municipality/port,Guayaquil,Bogotá,guayaquil,bogotá
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,origin_country,,Colombia,,colombia
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,destination_1_region,Europe,,europe,
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,destination_1_country,Spain,,spain,
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,description,"Officers onduct a detailed inspection of a container, and during the search found rectangular blocks hidden among the legal cargo, which contained a whitish substance, later confirmed to be cocaine hydrochloride. ","En el marco del Plan Ayacucho Plus del Ejército Nacional, tropas del Gaula Militar de la Décima Tercera Brigada, en articulación con el Gaula CTI Bogotá de la Fiscalía, incautaron 8,5 kilogramos de clorhidrato de cocaína ocultos en un vehículo procedente de la ciudad de Villavicencio.
",officers onduct a detailed inspection of a container and during the search found rectangular blocks hidden among the legal cargo which contained a whitish substance later confirmed to be cocaine hydrochloride,en el marco del plan ayacucho plus del ejército nacional tropas del gaula militar de la décima tercera brigada en articulación con el gaula cti bogotá de la fiscalía incautaron 85 kilogramos de clorhidrato de cocaína ocultos en un vehículo procedente de la ciudad de villavicencio
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,source_link,https://www.expreso.ec/guayaquil/incautan-guayaquil-48-millones-dosis-droga-iba-enviada-espana-247131.html,https://www.ejercito.mil.co/ejercito-y-fiscalia-incautan-mas-de-8-kilogramos-de-cocaina-en-bogota/,https://wwwexpresoec/guayaquil/incautan-guayaquil-48-millones-dosis-droga-iba-enviada-espana-247131html,https://wwwejercitomilco/ejercito-y-fiscalia-incautan-mas-de-8-kilogramos-de-cocaina-en-bogota/
436514ea-a3d9-4985-b7e0-e208d26b96f4,different_values,447,archived_link,Archived Link - Ecuador,Archived Link - Colombia,archived link - ecuador,archived link - colombia
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,date_1,2025-06-21,2025-06-20 00:00:00,2025-06-21,2025-06-20 00:00:00
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,day,21,20,21,20
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,quantity,120.0,4875.0,1200,48750
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,modus_operandi/place_seizure,Land,Container,land,container
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,country,Brazil,Ecuador,brazil,ecuador
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,department/state,Maranhão,Guyas,maranhão,guyas
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,municipality/port,São Luís ,Guayaquil,são luís,guayaquil
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,destination_1_region,,Europe,,europe
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,destination_1_country,,Spain,,spain
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,description,"The Federal Highway Police seized 29 tablets of cocaine hydrochloride, which were hidden in a load of soybeans, which was being transported by a tractor truck, on BR-135, in Maranhão.","Officers onduct a detailed inspection of a container, and during the search found rectangular blocks hidden among the legal cargo, which contained a whitish substance, later confirmed to be cocaine hydrochloride. ",the federal highway police seized 29 tablets of cocaine hydrochloride which were hidden in a load of soybeans which was being transported by a tractor truck on br-135 in maranhão,officers onduct a detailed inspection of a container and during the search found rectangular blocks hidden among the legal cargo which contained a whitish substance later confirmed to be cocaine hydrochloride
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,source_link,https://g1.globo.com/ma/maranhao/noticia/2025/06/23/prf-apreende-120-kg-de-pasta-base-e-cloridrato-de-cocaina-em-carga-de-soja-na-br-135-em-sao-luis.ghtml,https://www.expreso.ec/guayaquil/incautan-guayaquil-48-millones-dosis-droga-iba-enviada-espana-247131.html,https://g1globocom/ma/maranhao/noticia/2025/06/23/prf-apreende-120-kg-de-pasta-base-e-cloridrato-de-cocaina-em-carga-de-soja-na-br-135-em-sao-luisghtml,https://wwwexpresoec/guayaquil/incautan-guayaquil-48-millones-dosis-droga-iba-enviada-espana-247131html
0b0600cb-e0dd-44ca-b12f-805a01977493,different_values,448,archived_link,Archived Link - Brazil,Archived Link - Ecuador,archived link - brazil,archived link - ecuador
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,date_1,2025-06-19,2025-06-21 00:00:00,2025-06-19,2025-06-21 00:00:00
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,day,19,21,19,21
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,quantity,2.0,120.0,20,1200
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,modus_operandi/place_seizure,Air,Land,air,land
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,department/state,Rio de Janeiro ,Maranhão,rio de janeiro,maranhão
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,municipality/port,Rio de Janeiro,São Luís ,rio de janeiro,são luís
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,transit_1_region,Europe,,europe,
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,transit_1_country,France,,france,
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,destination_1_region,Europe,,europe,
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,destination_1_country,Spain,,spain,
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,description,"Federal Police seized around 2kg of a cocaineat Rio de Janeiro International Airport, attached to the body of a passenger who was planning to board a flight to Europe, with a stopover in France and a final destination in Spain.","The Federal Highway Police seized 29 tablets of cocaine hydrochloride, which were hidden in a load of soybeans, which was being transported by a tractor truck, on BR-135, in Maranhão.",federal police seized around 2kg of a cocaineat rio de janeiro international airport attached to the body of a passenger who was planning to board a flight to europe with a stopover in france and a final destination in spain,the federal highway police seized 29 tablets of cocaine hydrochloride which were hidden in a load of soybeans which was being transported by a tractor truck on br-135 in maranhão
f9f40620-c2fd-4b10-8448-b9d910d6b154,different_values,449,source_link,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-cocaina-com-passageiro-no-aeroporto-internacional-do-galeao,https://g1.globo.com/ma/maranhao/noticia/2025/06/23/prf-apreende-120-kg-de-pasta-base-e-cloridrato-de-cocaina-em-carga-de-soja-na-br-135-em-sao-luis.ghtml,https://wwwgovbr/pf/pt-br/assuntos/noticias/2025/06/pf-apreende-cocaina-com-passageiro-no-aeroporto-internacional-do-galeao,https://g1globocom/ma/maranhao/noticia/2025/06/23/prf-apreende-120-kg-de-pasta-base-e-cloridrato-de-cocaina-em-carga-de-soja-na-br-135-em-sao-luisghtml
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,time_unit,Month,Individual,month,individual
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,date_1,2025-06-02,2025-06-19 00:00:00,2025-06-02,2025-06-19 00:00:00
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,date_2,2025-06-10,,2025-06-10,
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,day,2,19,2,19
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,duration,8,,8,
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,quantity,6300.0,2.0,63000,20
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,modus_operandi/place_seizure,Maritime vessel,Air,maritime vessel,air
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,region,Central America,South America,central america,south america
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,country,El Salvador,Brazil,el salvador,brazil
43206de7-26b6-49f8-a792-2f65d677e4cc,different_values,450,department/state,,Rio de Janeiro ,,rio de janeiro
