event_type,time_unit,date_1,date_2,year,month,day,duration,drug_type,quantity,weight_unit,modus_operandi,sub_modus_operandi,region,country,department/state,municipality/port,origin_country,origin_area,origin_municipality,transit_1_region,transit_1_country,transit_1_department/state,transit_1_municipality/port,transit_2_region,transit_2_country,transit_2_department/state,transit_2_municipality/port,destination_1_region,destination_1_country,destination_1_department/state,destination_1_municipality/port,destination_2_country,destination_2_municipality/port,description,criminal_group_1,criminal_group_2,criminal_group_3,source_link,archived_link,project_interested,uid
Seizure,Individual,2025-08-12,,2025,8,12,,Cocaine,220.0,Kilogram,Land,Drugs hidden inside boxes,South America,Brazil,Bahia,Feira de Santana,,,,,,,,,,,,,,,,,,Police seized 220 kg of cocaine hidden in boxes after an anonymous tip in Feira de Santana; one suspect arrested.,,,,https://g1.globo.com/ba/bahia/noticia/2025/08/12/policia-apreende-220-kg-de-cocaina-apos-denuncia-anonima-em-feira-de-santana-suspeito-foi-preso-em-flagrante.ghtml,Archived Link - Brazil,,c8a5bf76-638d-44e2-9bc2-b8c6635f53ee
Seizure,Individual,2025-09-07,,2025,9,7,,Cocaine,220.0,Kilogram,Land,Hidden in a secret compartment inside a Mercedes-Benz Actros truck during BR-262 inspection,South America,Brazil,Mato Grosso do Sul,Terenos (BR-262 highway),,,,,,,,,,,,,,,,,,PRF intercepted a truck on BR-262; driver admitted cargo; 220 kg of cocaine hidden in a secret compartment.,,,,gov.br,Archived Link - Brazil,,eab5bf74-e635-47fd-9d63-32866cbc18a7
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,240.0,Kilogram,Maritime,Interception of motonave off Punta Ardita,South America,Colombia,Chocó,Offshore Punta Ardita,,,,,,,,,,,,,,,,,,"240 kg of cocaine seized from vessel near Punta Ardita, Chocó; AGC blamed.",AGC,,,https://www.bluradio.com/regiones/pacifico/golpe-al-clan-del-golfo-en-choco-incautan-casi-una-tonelada-de-droga-avaluada-en-us-15-millones-rg10,Archived Link - Colombia,,928d5900-c523-4d9f-9097-12a81a41a7e2
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,240.0,Kilogram,Maritime,Interception of motonave off Punta Ardita,South America,Colombia,Chocó,Offshore Punta Ardita,,,,,,,,,,,,,,,,,,"240 kg of cocaine seized from vessel near Punta Ardita, Chocó; AGC blamed.",AGC,,,https://www.bluradio.com/regiones/pacifico/golpe-al-clan-del-golfo-en-choco-incautan-casi-una-tonelada-de-droga-avaluada-en-us-15-millones-rg10,Archived Link - Colombia,,de780c00-5907-48de-a536-09c6c6177365
Seizure,Individual,2025-09-10,,2025,9,10,,Cocaine,250.0,Kilogram,Land,,South America,Colombia,Nariño,,Colombia,Nariño,,,,,,,,,,,,,,,,"Gracias a un trabajo coordinado entre la Policía Nacional, el Ejército Nacional y la Fiscalía General de la Nación, fue localizado y destruido un laboratorio clandestino utilizado para la producción de cocaína. En el lugar fueron incautados más de 250 kilogramos de clorhidrato de cocaína, así como insumos y equipos empleados en el proceso de producción: hornos microondas, prensas, recipientes de almacenamiento, electrobombas y grandes cantidades de sustancias químicas controladas como ácido sulfúrico, permanganato de potasio, soda cáustica y bicarbonato.",,,,https://www.policia.gov.co/noticia/desmantelan-laboratorio-clandestino-en-narino,Archived Link - Colombia,,2bbe37b1-d9f0-4fc1-8ecc-45968b5a9c69
Seizure,Individual,2025-09-22,,2025,9,22,,Cocaine,250.0,Kilogram,Land,,South America,Colombia,Norte de Santander,Sardinata,Colombia,Norte de Santander,Sardinata,,,,,,,,,,,,,,,"En el lugar se incautaron 250 kilogramos de clorhidrato de cocaína, 429 galones de base de coca y cocaína en suspensión, 1571 galones de acetona, 245 kilogramos de cloruro de calcio, 187 galones de ACPM y 150 kilogramos de carbón activo. Estos insumos fueron hallados en un laboratorio compuesto de cinco estructuras.",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/destruyen-dos-laboratorios-para-el-procesamiento-de-clorhidrato-de-cocaina-en-catatumbo-3492828,Archived Link - Colombia,,cc1576f2-0393-4614-8023-694cbda0f324
Seizure,Individual,2025-10-03,,2025,10,3,,Cocaine,280.0,Kilogram,Land,Operational raids in Greater Buenos Aires,Europe,Argentina,Buenos Aires,GBA & City,,,,,,,,,,,,,,,,,,Police secured 280 kg of cocaine through raids in GBA and the City of Buenos Aires.,,,,https://www.perfil.com/noticias/amp/policia/secuestran-280-kilos-de-cocaina-en-operativos-en-el-gba-y-la-ciudad.phtml,,,4274e3c2-0033-4d7d-afbe-6ba71d5f3c77
Seizure,Individual,2025-10-03,,2025,10,3,,Cocaine,280.0,Kilogram,Land,Police operations in Greater Buenos Aires,South America,Argentina,Buenos Aires,AMBA,,,,,,,,,,,,,,,,,,El DFI de la PFA incautó más de 280 kilos de cocaína en el AMBA.,,,,https://www.argentina.gob.ar/noticias/el-dfi-de-la-pfa-incauto-mas-de-280-kilos-de-cocaina-en-el-amba ,,,0316af65-3666-4765-a914-2f8a727cff6a
Seizure,Individual,2025-10-04,,2025,10,4,,Cocaine,280.0,Kilogram,Land,"Seizure across multiple raids in AMBA (Moreno, Ituzaingó, etc.)",South America,Argentina,Buenos Aires,AMBA,,,,,,,,,,,,,,,,,,"Lot in captivity with the “KTM” logo; 8 stolen. 5 detained; weapons, cell phones, and cars confiscated",,,,https://www.infobae.com/sociedad/policiales/2025/10/04/la-jugada-del-veterano-narco-peruano-vinculado-al-hallazgo-de-280-kilos-de-cocaina/ ,,,49b961a3-0acd-4755-809b-660858950218
Seizure,Individual,2025-06-04,,2025,6,4,,Cocaine,400.0,Kilogram,Land,,South America,Brazil,Macapa,abacate da pedreira,,,,,,,,,,,,,,,,,,"Civil and Federal Police seized around 400 kilos of cocaine on wednesday 4th in the Abacate da Pedreira district, in the rural area of ​​Macapá.",,,,https://g1.globo.com/ap/amapa/noticia/2025/06/04/policias-civil-e-federal-realizam-a-maior-apreensao-de-drogas-do-amapa.ghtml,Archived Link - Brazil,,f259b114-5909-456b-93b4-80b66968fde9
Seizure,Individual,2025-06-05,,2025,6,5,,Cocaine,400.0,Kilogram,Land,,South America,Brazil,Sao Paulo,São José do Rio Preto,,,,,,,,,,,,,,,,,,"the São Paulo State Highway Police (Polícia Rodoviária Estadual) seized over 400 kilograms of cocaine concealed in a false bottom of a semi-trailer during a routine inspection on the Washington Luís Highway (SP-310) in São José do Rio Preto, São Paulo, Brazil.",,,,https://g1.globo.com/sp/sao-jose-do-rio-preto-aracatuba/noticia/2025/06/05/policia-rodoviaria-apreende-mais-de-400-quilos-de-cocaina-escondidos-em-fundo-falso-de-carreta-em-rio-preto.ghtml ,Archived Link - Brazil,,8ba18c89-70cd-4ac8-87d1-2b2be1cef20e
Seizure,Individual,2025-09-15,,2025,9,15,,Cocaine,400.0,Kilogram,Land,"Truck, hidden false wall",South America,Brazil,São Paulo,São Carlos,,,,,,,,,,,,,,,,,,400 Kilograms of cocaine hidden in a false wall of a truck traveling from Cuiabá/MT was intercepted in São Carlos/SP; destination was Santa Gertrudes.,,,,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2025/09/15/motorista-e-preso-com-400-kg-de-cocaina-escondidos-em-caminhao-na-sp-310-em-sao-carlos.ghtml,Archived Link - Brazil,,23e557a0-f912-4da5-a0a8-c7432e481e62
Seizure,Individual,2025-05-06,,2025,5,6,,Cocaine,400.0,Package,Land,,Central America,Panama,Guna Yala,,,,,,,,,,,,,,,,,,,"Near the Dutch Keys in the Guna Yala region, Panama's SENAN seized 400 drug packages after suspects on a boat threw them overboard upon spotting authorities.",,,,https://www.prensa.com/judiciales/decomisan-400-paquetes-con-droga-en-guna-yala-los-bultos-fueron-dejados-en-el-mar/,Archived Link - Panama,,067481da-5bad-4a4e-b3f1-95f8915bc160
Seizure,Individual,2025-06-02,,2025,6,2,,Cocaine,400.0,Package,Land,,Central America,Panama,Chiriqui,Tierras Altas,,,,,,,,,,,,,,,,,,"Policia Nacional de Panamá, en coordinación con el Ministerio Público, incautó 400 paquetes de presunta droga en un punto de control en Tierras Altas, provincia de Chiriquí. La sustancia ilícita estaba oculta en varios sacos dentro de un remolque para transportar equinos, acoplado a un vehículo tipo pick-up",,,,https://www.prensa.com/judiciales/decomisan-400-paquetes-con-droga-en-tierras-altas-chiriqui/,Archived Link - Panama,,b05244b5-1914-4eb3-bb2a-316a7e95ef33
Seizure,Individual,2025-09-25,,2025,9,25,,Cocaine,500.0,Kilogram,Container,,South America,Brazil,Rio de Janeiro,Rio de Janeiro,,,,South America,Brazil,Rio de Janeiro,Rio de Janeiro,,,,,,,,,,,PF seized 500 kg of cocaine hidden in a coffee container at the Port of Rio de Janeiro; the shipment was destined for Europe.,,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/09/pf-apreende-meia-tonelada-de-cocaina-no-porto-do-rio-de-janeiro,Archived Link - Brazil,,fc4563fe-f721-4fef-81d4-7a95ca26142a
Seizure,Individual,2025-10-02,,2025,10,2,,Cocaine,500.0,Kilogram,Container,Hidden in melons load,Europe,Brazil,Goiás,Campinaçu,,,,,,,,,,,,,,,,,,"In Goiás, Brazil, authorities seized 500 kg of cocaine hidden in melon cargo thanks to a joint operation.",,,,https://www.gov.br/pf/pt-br/assuntos/noticias/2025/10/pf-em-acao-conjunta-apreende-meia-tonelada-de-cocaina-em-goias,,,64d3111b-40b0-4cc3-8c1c-f9002224bb25
Seizure,Individual,2025-05-19,,2025,5,19,,Cocaine,500.0,Kilogram,Land,,South America,Brazil,Sao Paulo,São Carlos,,,,South America,Brazil,Sao Paulo,São Carlos,,,,,,,,,,,"Alrededor de 500 kilos de cocaína eran transportados en un camión ocultos en una importante carga de soya. La cocaína estaba envuelta en fardos. El conductor del camión dio versiones encontradas sobre la ruta que tomaría, lo que levantó sospechas en las autoridades.",,,,https://g1.globo.com/sp/sao-carlos-regiao/noticia/2025/05/19/grande-quantidade-de-cocaina-e-apreendida-na-rodovia-washington-luis-em-sp-homem-e-preso.ghtml,Archived Link - Brazil,,5dd1be3b-c178-4706-be60-3198617234e9
Seizure,Individual,2025-08-09,,2025,8,9,,Cocaine,500.0,Kilogram,Land,,South America,Brazil,Distrito Federal,Taguatinga,,,,,,,,,,,,,Brazil,,,,,"Cocaine found along with marijuana in large stash at car wash; total drugs exceeded 500 kg, portion being cocaine.",,,,https://g1.globo.com/df/distrito-federal/noticia/2025/08/10/policia-federal-e-pmdf-apreendem-mais-de-500-quilos-de-drogas-em-lava-jato-de-taguatinga.ghtml,Archived Link - Brazil,,3cce45fb-284b-4ee7-b64e-ec911f1bcad8
Seizure,Individual,2025-03-26,,2025,3,26,,Cocaine,500.0,Kilogram,Land,,South America,Colombia,Narino,Providencia,Colombia,,,,,,,,,,,,,,,,,"Authorities destroye a clandestine cocaine processing complex in ​​Providencia, which produced approximately 2,000 kilograms of the alkaloid per month, and dezied  500 kilos of liquid cocaine, 300 kilos of caustic soda, 70 liters of sulfuric acid",,,,https://www.semana.com/nacion/cali/articulo/desmantelan-mega-laboratorio-de-cocaina-en-narino-con-capacidad-para-producir-dos-toneladas-mensuales/202505/,Archived Link - Colombia,,2f945626-1bd3-4e5e-b173-720e3bea85ab
Seizure,Individual,2025-06-09,,2025,6,9,,Cocaine,500.0,Kilogram,Land,,South America,Colombia,Norte de Santander,Cúcuta,,,,,,,,,,,,,,,,,,"Otro laboratorio de estupefacientes fue hallado y destruido en el Área Metropolitana de Cúcuta (AMC), en el departamento de Norte de Santander, con capacidad para producir 1.5 toneladas de droga al mes. En el espacio, compuesto por tres estructuras artesanales y ubicado específicamente en la vereda La Mutis de Los Patios, los funcionarios del Ejército de Colombia encontraron más de 500 kilos de clorhidrato de cocaína.",,,,https://lanacionweb.com/frontera/destruyen-otro-laboratorio-de-estupefacientes-en-norte-de-santander/,Archived Link - Colombia,,cab6dd43-818c-40e0-a697-026fb989433b
Seizure,Individual,2025-08-15,,2025,8,15,,Cocaine,500.0,Kilogram,Land,Controlled destruction of production facility,South America,Colombia,Norte de Santander ,Tibú ,Colombia,Norte de Santander,Tibú,,,,,,,,,,,,,,,"The Colombian Army and Air Force, in coordination with National Police, located and destroyed a megalaboratory in La Primavera, Tibú—containing over 500 kg of cocaine hydrochloride, large volumes of solutions and solid inputs.",ELN – Frente Juan Fernando Porras Martínez,,,https://caracol.com.co/2025/08/15/destruido-megalaboratorio-para-la-produccion-de-coca-en-zona-rural-de-tibu/,Archived Link - Colombia,,fafc0d67-8372-49b7-a528-00009f74d923
Seizure,Individual,2025-06-15,,2025,6,15,,Cocaine,500.0,Kilogram,Land,,South America,Ecuador,Napo,Tena,,,,South America,Ecuador,Napo,Tena,,,,,,,,,,,"500 kilos de cocaína eran transportados en un camión con doble fondo en la provincia de Napo, Ecuador. El conductor fue detenido y está a la espera de que se decida su situación judicial.",,,,https://www.ecuavisa.com/noticias/seguridad/narcotrafico-tena-napo-cocaina-volquete-LD9511940,Archived Link - Ecuador,,bcc2a24d-0882-4bcb-90ea-4cf1ab47d387
Seizure,Individual,2025-07-06,,2025,7,6,,Cocaine,500.0,Kilogram,Land,,South America,Ecuador,Pichincha,Tandapi,,,,,,,,,,,,,,,,,,"Durante el operativo, la Policía incautó 500,92 kilogramos de cocaína, equivalentes a 5 129 200 dosis destinadas al mercado ilegal. También se incautaron un vehículo, tres teléfonos móviles y una cantidad no especificada de dinero en efectivo.",,,,https://www.elcomercio.com/actualidad/seguridad/policia-decomisa-mas-500-kilos-droga-pichincha/,Archived Link - Ecuador,,beed4e81-d392-433b-952c-af2ea9ffd887
Seizure,Individual,2025-08-28,,2025,8,28,,Cocaine,509.0,Kilogram,Container,"Oculta en sacos de arroz, poroto y maíz, envuelta en papel carbónico y grasa técnica",South America,Paraguay,Central,Villeta,,,,South America,Paraguay,Central,Villeta,,,,,Europe,Netherlands,,,,,"DNIT y Policía Nacional incautaron 509 kg de cocaína ocultos en contenedor con granos en el puerto de Villeta, con destino declarado a Países Bajos.",,,,https://www.hoy.com.py/nacionales/2025/08/28/incautan-cargamento-de-cocaina-oculta-en-puerto-de-villeta,Archived Link - Paraguay,,4fb008f5-4005-4d05-8567-be9ba8391b64
Seizure,Individual,2025-08-29,,2025,8,29,,Cocaine,509.0,Kilogram,Container,Hidden in export cargo bags with grease masking,South America,Paraguay,Central Department,Villeta,,,,South America,Paraguay,Central Department,Villeta,,,,,Europe,Netherlands,,,,,"Durante una conferencia de prensa este viernes, autoridades de la Dirección Nacional de Ingresos Tributarios (DNIT), la Policía Nacional y de la Secretaría Nacional Antidrogas (Senad) dieron detalles respecto a la incautación de cocina oculta en un cargamento de 24 toneladas de maíz, arroz y poroto. El peso total de la cocaína hallada mimetizada en la mencionada carga asciende a 509 kilogramos. La misma tenía como destino final los Países Bajos, donde su valor podría haber alcanzado los USD 50.000 por kilo, según informaron las autoridades.",,,,https://www.lanacion.com.py/pais/2025/08/29/incautacion-de-droga-en-villeta-se-dio-gracias-a-un-trabajo-conjunto-de-seguridad/,Archived Link - Paraguay,,79c039f1-c80d-4200-abd7-e1bd14202c0b
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,594.0,Kilogram,Land,Hidden in oil drums with double bottoms inside Toyota Hilux,South America,Argentina,Santiago del Estero,Malbrán (Ruta 34),,,,,,,,,,,,,,,,,,Police seized 594 kg cocaine hidden in oil drums in truck at Ruta 34 checkpoint.,,,,https://www.eltribuno.com/policiales/2025-9-30-0-0-0-dos-saltenos-fueron-detenidos-en-la-ruta-34-con-600-kilos-de-cocaina-valuada-en-4-millones-de-dolares,Archived Link - Argentina,,fae82227-9853-4bfd-98ba-ad963759e110
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,594.0,Kilogram,Land,Hidden in oil drums with double bottoms inside Toyota Hilux,South America,Argentina,Santiago del Estero,Malbrán (Ruta 34),,,,,,,,,,,,,,,,,,Police seized 594 kg cocaine hidden in oil drums in truck at Ruta 34 checkpoint.,,,,https://www.eltribuno.com/policiales/2025-9-30-0-0-0-dos-saltenos-fueron-detenidos-en-la-ruta-34-con-600-kilos-de-cocaina-valuada-en-4-millones-de-dolares,Archived Link - Argentina,,3c03fdbd-fc0d-428a-90b8-0deaa8cded9a
Seizure,Individual,2025-04-03,,2025,4,3,,Cocaine,630.0,Kilogram,Maritime,,Europe,France,Seine-Maritime ,Tancarville,,,,South America,Brazil,Paraná,Paraguaná,,,,,,,,,,,"Al menos cinco personas fueron arrestadas en Francia tras el decomiso en el mar de 630 kg de cocaína proveniente de Brasil, anunció el lunes la fiscalía de Rennes.
El barco carguero ""Omicron Eagle"", de bandera liberiana, salió del puerto de Paranaguá, en Brasil",,,,https://www.barrons.com/news/spanish/arrestan-a-cinco-personas-en-francia-tras-decomiso-en-el-mar-de-630-kg-de-cocaina-proveniente-de-brasil-74ceea84,Archived Link - France,Cocaine Pipeline,1449ec9c-c9e2-4eda-aa7c-2a0eeb80b769
Seizure,Individual,2025-04-14,,2025,4,14,,Cocaine,630.0,Kilogram,Maritime,,Europe,France,Normandy,,,,,South America,Brazil,,,,,,,Europe,France,Normandy,,,,"Una operación internacional a gran escala ha resultado en la incautación de 630 kg de cocaína en la costa norte de Francia. La droga fue trasladada por mar mediante el método de ""entrega"", con la participación de un carguero brasileño y embarcaciones menores operadas por ciudadanos franceses.",,,,https://maoc.eu/630kg-of-cocaine-seized-in-french-led-operation-targeting-maritime-drop-off-method/,Archived Link - France,Cocaine Pipeline,6e69bedd-c3c4-4f25-a2a3-f7c36b83979f
Seizure,Individual,2025-04-07,,2025,4,7,,Cocaine,700.0,Kilogram,Land,,South America,Brazil,São Paulo,Mineiros do Tietê,,,,,,,,,,,,,Brazil,São Paulo,,,,"Tres personas fueron detenidas y 700 kilos de cocaína y otros 140 kilos de crack fueron incautados este lunes (7) en el condominio ranchero denominado Vale Verde, en Mineiros do Tietê (SP)",,,,https://g1.globo.com/sp/bauru-marilia/noticia/2025/04/08/policia-encontra-700-kg-de-cocaina-em-condominio-de-ranchos-no-interior-de-sp.ghtml,Archived Link - Brazil,,84e2fe07-5edd-4a63-958b-b654571208ed
Seizure,Individual,2025-08-07,,2025,8,7,,Cocaine,700.0,Kilogram,Land,Hidden in fiber sacks at port,South America,Brazil,Amazonas,Manaus ,,,,South America,Brazil,Alto Solimões (triple border,,,,,,Europe,,,,,,Man arrested with 700 kg of cocaine hidden in truck from triple border; destined for Europe.,,,,https://g1.globo.com/am/amazonas/noticia/2025/08/11/homem-e-preso-com-700-kg-de-cocaina-escondidos-em-caminhao-bau-em-manaus.ghtml,Archived Link - Brazil,,b110fd31-39fc-48d9-9b2e-2e0c0250e47a
Seizure,Month,2025-09-28,,2025,9,28,,Cocaine,800.0,Kilogram,Land,Multiple seizures totaling 800 kg,Caribbean,Dominican Republic,,,,,,,,,,,,,,,,,,,,Authorities seized more than 800 kg of mixed drugs in Dominican Republic.,,,,https://acento.com.do/actualidad/autoridades-incautan-mas-de-800-mil-gramos-de-distintas-drogas-9556717.html,Archived Link - Dominican Republic,,8e0a66da-ce27-417b-b377-0a6d0b3edc3c
Seizure,Month,2025-09-28,,2025,9,28,,Cocaine,800.0,Kilogram,Land,Multiple seizures totaling 800 kg,Caribbean,Dominican Republic,,,,,,,,,,,,,,,,,,,,Authorities seized more than 800 kg of mixed drugs in Dominican Republic.,,,,https://acento.com.do/actualidad/autoridades-incautan-mas-de-800-mil-gramos-de-distintas-drogas-9556717.html,Archived Link - Dominican Republic,,4e7fcab3-4787-42bf-a5cb-b548337ce81a
Seizure,Individual,2025-05-26,,2025,5,26,,Cocaine,1000.0,Kilogram,Land,,South America,Colombia,Nariño,Cumbitara,Colombia,,,,,,,,,,,,,,,,,Colombian uthorities destroyed a cocaine laboratory in Nariño where they found more than a ton of drugs,FARC Dissidents,,,https://www.rcnradio.com/colombia/sur/fuerzas-militares-desmantelan-laboratorio-de-cocaina-de-las-disidencias-de-las-farc-en-narino?amp,Archived Link - Colombia,,e6105e3d-39a7-4718-897f-f518a54d679c
Seizure,Individual,2025-05-29,,2025,5,29,,Cocaine,1000.0,Kilogram,Land,Hidden in hydraulic compartments of truck,South America,Colombia,Quindio,,,,,,,,,,,,,,Colombia,Bogota,,,,"Policía Nacional’s Transit and Transport division stopped a tractor-trailer en route from Yumbo (Valle del Cauca) to Bogotá. Hidden in hydraulic compartments inside two isotanques on the trailer, they found approximately 1,000 kilograms of cocaine hydrochlori",,,,https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/policia-incauto-una-tonelada-de-cocaina-camuflada-dentro-de-un-tractocamion-en-las-vias-del-quindio-3458742,Archived Link - Colombia,,f030e3c8-e7a4-4f81-a59e-3277e515e644
Seizure,Individual,2025-08-17,,2025,8,17,,Cocaine,1000.0,Kilogram,Land,"Packages labeled “Piel Roja” and “Rolex,” plus 45 gal. of cocaine solution and 150 kg of solid precursors",South America,Colombia,Nariño,Potosí,Colombia,Nariño,Potosí,,,,,,,,,,,,,,,"A clandestine cocaine laboratory in Potosí, Nariño was raided; 1 tonne of cocaine hydrochloride (packaged with “Piel Roja” & “Rolex” labels), 45 gallons of cocaine solution, and 150 kg of solid precursors were seized. The shipment was associated with GAO-r 48 “Comandos de Frontera,” intended for export via the Colombian Pacific to Central America and the Caribbean.",Comandos de la Frontera,,,https://www.infobae.com/colombia/2025/08/17/una-tonelada-de-cocaina-fue-incautada-en-narino-perteneceria-a-los-comandos-de-frontera/,Archived Link - Colombia,,b4536fc7-1f04-4e46-8dd1-626d1f6e3ba4
Seizure,Individual,2025-04-02,,2025,4,2,,Cocaine,1000.0,Kilogram,Maritime,,South America,Colombia,Bolívar,Cartagena,Colombia,Bolívar,Cartagena,,,,,,,,,,,,,,,1000 kilogramos de cocaína eran transportados en una lancha tipo go fast a 90 millas nauticas de Cartagena. La embarcación era tripulada por 4 colombianos y 1 hondureño,,,,https://www.cgfm.mil.co/es/multimedia/noticias/en-aguas-del-mar-caribe-nuevo-golpe-al-narcotrafico-armada-de-colombia-incauto,Archived Link - Colombia,,93057b90-9582-4ec3-bb4f-a795b5041645
Seizure,Individual,2025-05-16,,2025,5,16,,Cocaine,1000.0,Kilogram,Maritime,,South America,Colombia,Putumayo,Puerto Asis,Colombia,,,,,,,,,,,,,,,,,1 tonelada de cocaína y dos toneladas de marihuana fueron incautadas por las autoridades colombianas mientras era movilizada por el Río Putumayo en una embarcación tipo remolcador. La droga estaba oculta en el compartimiento del combustible. Se presume que la droga era de Comandos de la Frontera.,,,,https://www.armada.mil.co/es/node/65736,Archived Link - Colombia,,339aa335-9661-4f5b-907c-11cfa5c4adf8
Seizure,Individual,2025-09-11,,2025,9,11,,Cocaine,1000.0,Kilogram,Container,Hidden in fruit shipment,Europe,Netherlands,Zeeland,Vlissingen,,,,South America,Ecuador,,,Europe,Spain,,,Europe,Belgium,,,,,"Dutch customs seized 1,000 Kilograms of cocaine hidden in fruit shipment from Ecuador at the port of Vlissingen, destined for Belgium.",,,,https://archive.ph/7R7AQ#selection-373.0-451.166,Archived Link - Netherlands,,9e8fa1e7-60d9-4b4b-9e2b-70d57dca18c4
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,1000.0,Kilogram,Container,Concealed in molasses shipment,Europe,Netherlands,South Holland,Rotterdam,Colombia,Valle del Cauca,Buenaventura,,,,,,,,,,,,,,,Dutch authorities seized over one ton of cocaine hidden in a molasses container from Colombia.,,,,https://www.infobae.com/colombia/2025/09/30/incautan-en-holanda-mas-de-una-tonelada-de-cocaina-proveniente-de-colombia-le-seguian-la-pista-desde-buenaventura/,Archived Link - Netherlands,,02311994-1802-42c6-ab64-5ce79493e37f
Seizure,Individual,2025-05-05,,2025,5,5,,Cocaine,1000.0,Package,Container,,Central America,Panama,Colon,Colon,,,,South America,Ecuador,,,Central America,Panama,,,Europe,Spain,Catalonia,Barcelona,,,"Authorities seize a shipment containing over a thousand packages of cocaine from a container coming from Ecuador, which passed through Panama and was headed for Barcelona.",,,,https://www.panamaamerica.com.pa/provincias/incautan-cargamento-con-mas-de-mil-paquetes-de-sustancias-ilicitas-en-un-puerto-de-colon,Archived Link - Panama,,ea992ace-1f06-45ea-9baf-721dba3a3908
Seizure,Other (explain in Description),2025-09-30,,2025,9,30,,Cocaine,1000.0,Package,Container,Container,Central America,Panama,"Colón, Panamá",,,,,,,,,,,,,,,,,,,"Panama prosecutors seized over 1,000 packages of cocaine in two separate container operations.",,,,https://ministeriopublico.gob.pa/notas-de-prensa/fiscalia-de-droga-decomisa-mas-de-mil-paquetes-de-droga-en-dos-operaciones-distintas/,Archived Link - Panama,,e2b80148-027c-4920-8580-25a94741a149
Seizure,Other (explain in Description),2025-09-30,,2025,9,30,,Cocaine,1000.0,Package,Container,Container,Central America,Panama,"Colón, Panamá",,,,,,,,,,,,,,,,,,,"Panama prosecutors seized over 1,000 packages of cocaine in two separate container operations.",,,,https://ministeriopublico.gob.pa/notas-de-prensa/fiscalia-de-droga-decomisa-mas-de-mil-paquetes-de-droga-en-dos-operaciones-distintas/,Archived Link - Panama,,11bb8b96-0009-4cbf-8b73-898ebf1cf0b6
Seizure,Individual,2025-07-13,,2025,7,13,,Cocaine,1045.0,Kilogram,Maritime,,Caribbean,Haiti,Nord-Ouest,Tortue Island,,,,,,,,,,,,,,,,,,"Haitian National Police seized 1,045 kilos of cocaine on Tortue Island, in the North-West department, confiscated a boat, arrested an individual, and killed several others an exchange of gunfire",,,,https://www.alterpresse.org/spip.php?article31942,Archived Link - Haiti,,4099efca-50e7-45e4-b17b-d7a42d182ea6
Seizure,Individual,2025-07-13,,2025,7,13,,Cocaine,1045.0,Kilogram,Maritime,,Caribbean,Haiti,Nord-Ouest,Turtle Island,,,,,,,,,,,,,,,,,,"Two Jamaicans and a Bahamian were killed in Haiti in a shootout with police during an anti-drug operation in which 1,045 kilos of cocaine were seized",,,,https://lenouvelliste.com/article/258040/la-pnh-intercepte-1-045-kg-de-cocaine-au-large-du-nord-ouest,Archived Link - Haiti,,adb3b03a-ecac-48e4-ada8-12d7022108fb
Seizure,Individual,2025-07-25,,2025,7,25,,Cocaine,1045.0,Kilogram,Maritime,Go-Fast boa,Caribbean,Haiti,,Isla La Tortuga,Colombia,,,,,,,,,,,,,,,,,"Seized on Isla La Tortuga, Haiti; shipped via Go-Fast boat from Buritaca, Magdalena, Colombia; 1,045 kg; est. value $12 million; 2.6M doses",Los Pachenca,,,https://www.wradio.com.co/2025/07/25/fue-incautada-una-tonelada-de-cocaina-perteneciente-a-los-pachenca-en-isla-de-haiti/,Archived Link - Haiti,,40bea1fa-ec46-4a04-a88b-120c3e41311a
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,1073.0,Kilogram,Container,Containers in port; SENAN operation,Central America,Panama,Panamá,Panama Pacific terminal,,,,South America,Ecuador,,,,,,,,,,,,,Over 1 ton of cocaine seized in containers; one shipment from Ecuador.,,,,http://www.critica.com.pa/nacional/decomisan-mas-de-una-tonelada-de-pichi-en-contenedores-498138,Archived Link - Panama,,a8094927-a97e-4847-9bc8-e3021e56ca59
Seizure,Individual,2025-09-30,,2025,9,30,,Cocaine,1073.0,Kilogram,Container,Containers in port; SENAN operation,Central America,Panama,Panamá,Panama Pacific terminal,,,,South America,Ecuador,,,,,,,,,,,,,Over 1 ton of cocaine seized in containers; one shipment from Ecuador.,,,,http://www.critica.com.pa/nacional/decomisan-mas-de-una-tonelada-de-pichi-en-contenedores-498138,Archived Link - Panama,,8d19ddfc-65ce-40b0-b5b1-e26882c66af3
